Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Company Website,Started in,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped,Part of Match off,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Royalty Percentage,Royalty Recouped Amount,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ritesh Investment Amount,Ritesh Investment Equity,Ritesh Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present
4,BookLeafPublishing,20,537,6-Jan-25,18-Mar-25,31-Jan-25,"Style, Scent And Stories",Aashish Solanki,Others,Self-publishing platform,https://www.bookleafpub.com/,2016.0,2.0,1.0,1.0,,0.0,Young,"Delhi,Srinagar","Delhi,Jammu & Kashmir",320.0,,,,17.0,,,,,,90.0,5.0,1800.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Varun Dua,,1.0,1.0,1.0,1.0,,,1.0
4,Str8bat,21,538,6-Jan-25,18-Mar-25,3-Feb-25,"Game, Glam And Green",Aashish Solanki,Fitness/Sports/Outdoors,A batting sensor,https://www.str8bat.com/,2022.0,3.0,3.0,0.0,,0.0,Old,Bangalore,Karnataka,120.0,18.0,,,,yes,,yes,funded,,150.0,1.0,15000.0,1,1.0,150.0,3.5,,,4285.714286,2.0,,,,,75.0,1.75,,,,,,,,75.0,1.75,,,,,,,,,,,,,,,Kunal Bahl,1.0,1.0,,1.0,,1.0,,1.0
4,Ruby'sOrganics,21,539,6-Jan-25,18-Mar-25,3-Feb-25,"Game, Glam And Green",Aashish Solanki,Beauty/Fashion,"Natural and Vegan, Cruelty Free, Clean Cosmetics & Makeup Products",https://rubysorganics.in/,2017.0,1.0,0.0,1.0,,0.0,Middle,Mumbai,Maharashtra,450.0,,,,,yes,100.0,,funded,,100.0,2.5,4000.0,1,1.0,100.0,8.0,,,1250.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,8.0,,Kunal Bahl,Kunal Bahl,1.0,1.0,,1.0,,1.0,,1.0
4,TheGoodDoll,21,540,6-Jan-25,18-Mar-25,3-Feb-25,"Game, Glam And Green",Aashish Solanki,Children/Education,Sustainable fabric dolls,https://thegooddoll.in/,2021.0,2.0,1.0,1.0,,1.0,Middle,Ooty,Tamil Nadu,70.0,,,,,yes,,,funded,,50.0,5.0,1000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,1.0,,1.0,,1.0,,1.0
4,Schickwheel,22,541,6-Jan-25,18-Mar-25,4-Feb-25,Big Ideas On The Move,Aashish Solanki,Manufacturing,Food trucks,https://www.schickwheel.com/,2016.0,2.0,2.0,0.0,,0.0,Middle,Delhi,Delhi,,,,,,,,,,,70.0,1.0,7000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1.0,1.0,1.0,1.0,,,1.0
4,ClapStoreToys,22,542,6-Jan-25,18-Mar-25,4-Feb-25,Big Ideas On The Move,Aashish Solanki,Children/Education,kids' toys creativity and learning with Montessori Busy Boards,https://clapstoretoys.com/,2020.0,2.0,2.0,0.0,,0.0,Young,Pune,Maharashtra,254.0,62.0,,,18.0,,,,funded,,80.0,4.0,2000.0,1,1.0,100.0,10.0,,,1000.0,5.0,,,,,,,,20.0,2.0,,20.0,2.0,,20.0,2.0,,20.0,2.0,,,,,,,,20.0,2.0,,Kunal Bahl,Kunal Bahl,,1.0,1.0,1.0,1.0,,,1.0
4,RahejaSolarFoodProcessing,22,543,6-Jan-25,18-Mar-25,4-Feb-25,Big Ideas On The Move,Aashish Solanki,Manufacturing,"High-quality, durable solar dryers",https://www.rsfp.in/,2018.0,2.0,1.0,1.0,,0.0,Middle,Indore,Madhya Pradesh,700.0,,15.0,,,,,,funded,,50.0,1.0,5000.0,1,1.0,175.0,4.38,,,3995.43379,3.0,,,,2.63,,,,25.0,0.625,,,,,,,,25.0,0.625,,,,,,,,125.0,3.13,,Kunal Bahl,Kunal Bahl,,1.0,1.0,1.0,1.0,,,1.0
4,Wanderlooms,23,544,6-Jan-25,18-Mar-25,5-Feb-25,"Wear, Wash And Work",Aashish Solanki,Fitness/Sports/Outdoors,Adventure-inspired riding apparel,https://www.wanderlooms.com/,2019.0,2.0,2.0,0.0,,0.0,Middle,Bhopal,Madhya Pradesh,261.0,32.0,,,,yes,,,funded,,50.0,2.5,2000.0,1,1.0,50.0,4.0,,,1250.0,2.0,,,,,25.0,2.0,,,,,,,,,,,,,,25.0,2.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,
4,Ugees,23,545,6-Jan-25,18-Mar-25,5-Feb-25,"Wear, Wash And Work",Aashish Solanki,Lifestyle/Home,India’s first undergarment wash,https://www.ugees.in/,2022.0,2.0,1.0,1.0,,1.0,Middle,Noida,Uttar Pradesh,175.0,29.0,,,,yes,,,,,50.0,2.5,2000.0,1,1.0,50.0,4.0,,,1250.0,1.0,,,,,,,,,,,50.0,4.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,
4,Alt.fCoworking,23,546,6-Jan-25,18-Mar-25,5-Feb-25,"Wear, Wash And Work",Aashish Solanki,Business Services,Innovative working spaces,https://www.altfcoworking.com/,2016.0,2.0,2.0,0.0,,0.0,Middle,Gurugram,Haryana,3000.0,,,,10.0,,,,,,100.0,0.75,13333.33333,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,
4,BurgerBae,24,547,6-Jan-25,18-Mar-25,6-Feb-25,"Trendy, Tasty And Unique",Sahiba Bali/Aashish Solanki,Beauty/Fashion,Sustainable streetwear clothing brand,https://www.burgerbaeclothing.com/,2019.0,3.0,1.0,2.0,,0.0,Young,"Ludhiana,Kolkata","Punjab,West Bengal",1180.0,92.0,,5.0,15.0,,,,,,100.0,2.5,4000.0,1,1.0,200.0,20.0,,,1000.0,3.0,,,,,,,,,,,66.666,6.666,,66.666,6.666,,,,,,,,,,,66.666,6.666,,Kunal Bahl,"Kunal Bahl,Viraj Bahl",1.0,,1.0,1.0,,,,2.0
4,BobaBhai,24,548,6-Jan-25,18-Mar-25,6-Feb-25,"Trendy, Tasty And Unique",Sahiba Bali/Aashish Solanki,Food and Beverage,Refreshing bubble teas,https://www.bobabhai.com/,2023.0,1.0,1.0,0.0,,0.0,Middle,Bangalore,Karnataka,,170.0,,,20.0,yes,42.0,,funded,,50.0,0.3,16666.66667,1,1.0,90.0,1.0,,,9000.0,2.0,,,,,45.0,0.5,,,,,,,,,,,,,,,,,,,,45.0,0.5,,Viraj Bahl,"Kunal Bahl,Viraj Bahl",1.0,,1.0,1.0,,,,2.0
4,Hexafun,24,549,6-Jan-25,18-Mar-25,6-Feb-25,"Trendy, Tasty And Unique",Sahiba Bali/Aashish Solanki,Beauty/Fashion,Quirky products with funky accessories,https://hexafunstyles.com/,2021.0,2.0,1.0,1.0,,0.0,Middle,"Mumbai,Delhi","Maharashtra,Delhi",320.0,57.0,,,,yes,,,funded,,100.0,4.0,2500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Viraj Bahl",1.0,,1.0,1.0,,,,2.0
4,RepeatGud,25,550,6-Jan-25,18-Mar-25,7-Feb-25,Bold Ideas On The Table,Sahiba Bali/Aashish Solanki,Food and Beverage,Chemical-free sauces,https://repeatgud.com/,2024.0,1.0,0.0,1.0,,0.0,Young,Raipur,Chhattisgarh,,1.0,,,,yes,,,,,50.0,5.0,1000.0,1,1.0,50.0,10.0,,,500.0,1.0,yes,,,,,,,,,,50.0,10.0,,,,,,,,,,,,,,,,,,"Kunal Bahl,Viraj Bahl",1.0,,1.0,1.0,,,,2.0
4,SkateSupplyIndia,25,551,6-Jan-25,18-Mar-25,7-Feb-25,Bold Ideas On The Table,Sahiba Bali/Aashish Solanki,Fitness/Sports/Outdoors,Skateboard distribution and retail,https://www.skatesupplyindia.com/,2023.0,2.0,1.0,1.0,,1.0,Middle,Chandigarh,Punjab,85.0,,,9.0,,,,,,,50.0,2.0,2500.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Viraj Bahl",1.0,,1.0,1.0,,,,2.0
4,UtopianDrinks,25,552,6-Jan-25,18-Mar-25,7-Feb-25,Bold Ideas On The Table,Sahiba Bali/Aashish Solanki,Food and Beverage,Fresh fruit juices and smoothies,https://utopian.fit/,2021.0,2.0,1.0,1.0,,1.0,Middle,Thane,Maharashtra,2915.0,7.0,,,,yes,,,funded,,40.0,1.8,2222.222222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Viraj Bahl",1.0,,1.0,1.0,,,,2.0
4,GOFIG,26,553,6-Jan-25,18-Mar-25,10-Feb-25,From Eco-friendly Tech To Edible Delights,Aashish Solanki,Green/CleanTech,Digital platform to minimize waste,https://gofig.in/,2023.0,2.0,1.0,1.0,,1.0,Middle,Pune,Maharashtra,,2.27,35.0,,,,,,,,50.0,2.0,2500.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,
4,Joyspoon,26,554,6-Jan-25,18-Mar-25,10-Feb-25,From Eco-friendly Tech To Edible Delights,Aashish Solanki,Food and Beverage,Premium mukhwas and mouth fresheners ,https://joyspoon.in/,2023.0,2.0,1.0,1.0,,1.0,Young,Ahmedabad,Gujarat,,13.0,,,,yes,,,funded,,40.0,1.5,2666.666667,1,1.0,40.0,2.0,,,2000.0,1.0,yes,,,,,,,,,,,,,,,,,,,40.0,2.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,
4,bambinos,26,555,6-Jan-25,18-Mar-25,10-Feb-25,From Eco-friendly Tech To Edible Delights,Aashish Solanki,Children/Education,English communication school for kids,https://bambinos.live/,,2.0,2.0,0.0,,0.0,Middle,Bangalore,Karnataka,110.0,,,,,,,,,,100.0,1.0,10000.0,1,1.0,100.0,1.5,,,6666.666667,3.0,,1.0,100.0,,33.333,0.5,,,,,33.333,0.5,,,,,,,,33.333,0.5,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,
4,FundooLabs,27,556,6-Jan-25,18-Mar-25,11-Feb-25,"Education, Culture And Craft",Sahiba Bali/Aashish Solanki,Children/Education,DIY scientific and sensory toys,https://fundoolabs.com/,2016.0,1.0,1.0,0.0,,0.0,Middle,Vadodara,Gujarat,150.0,32.0,,,18.0,,,,yes,,60.0,4.0,1500.0,1,1.0,66.0,7.0,,,942.8571429,2.0,,,,,,,,,,,33.0,3.5,,33.0,3.5,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
4,Gaon,27,557,6-Jan-25,18-Mar-25,11-Feb-25,"Education, Culture And Craft",Sahiba Bali/Aashish Solanki,Food and Beverage,Authentic Indian desi food cuisine,https://gaonrestaurant.com/,2017.0,1.0,1.0,0.0,,0.0,Middle,Champaran,Bihar,550.0,49.0,,7.0,,,,,,,80.0,4.0,2000.0,1,1.0,80.0,8.0,,,1000.0,2.0,,,,,,,,40.0,4.0,,40.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
4,EriWeave,27,558,6-Jan-25,18-Mar-25,11-Feb-25,"Education, Culture And Craft",Sahiba Bali/Aashish Solanki,Beauty/Fashion,Handwoven silk crafted by women,https://eriweave.in/,2019.0,2.0,0.0,2.0,,0.0,Middle,Kdonghulu,Meghalaya,18.0,2.2,,,20.0,,,,,,20.0,12.0,166.6666667,1,1.0,20.0,12.0,,,166.6666667,2.0,,,,,10.0,6.0,,,,,10.0,6.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
4,PaleooBakes,28,559,6-Jan-25,18-Mar-25,12-Feb-25,"Innovate, Impress, Invest",Sahiba Bali/Aashish Solanki,Food and Beverage,Healthy sweets,https://paleoobakes.com/,2020.0,2.0,0.0,2.0,,0.0,Middle,Mumbai,Maharashtra,150.0,,,39.0,,,,,,,100.0,6.5,1538.461538,1,1.0,100.0,9.0,,,1111.111111,2.0,,1.0,100.0,,,,,50.0,4.5,,50.0,4.5,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
4,NeuraSim,28,560,6-Jan-25,18-Mar-25,12-Feb-25,"Innovate, Impress, Invest",Sahiba Bali/Aashish Solanki,Medical/Health,Innovative solutions for visual impairments,https://neurasim.health/,2023.0,3.0,3.0,0.0,,0.0,Middle,Bangalore,Karnataka,0.0,,,,,,,yes,,,100.0,8.0,1250.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
4,Offmint,28,561,6-Jan-25,18-Mar-25,12-Feb-25,"Innovate, Impress, Invest",Sahiba Bali/Aashish Solanki,Beauty/Fashion,Luxury-ready fashion,https://offmint.com/,2024.0,1.0,1.0,0.0,,0.0,Middle,Samastipur,Bihar,,40.0,,,13.0,,,,,,0.0001,1.0,0.01,1,1.0,10.0,4.0,,,250.0,5.0,,,,,2.0,0.8,,2.0,0.8,,2.0,0.8,,2.0,0.8,,2.0,0.8,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
4,Chokhat,29,562,6-Jan-25,18-Mar-25,13-Feb-25,"Home, Coffee And Play",Aashish Solanki,Lifestyle/Home,Affordable designer home decor,https://www.chokhat.in/,2018.0,1.0,0.0,1.0,,0.0,Middle,Delhi,Delhi,55.0,,,8.0,18.0,,75.0,,,,50.0,7.0,714.2857143,1,1.0,30.0,10.0,20.0,10.0,300.0,2.0,,,,,,,,,,,15.0,5.0,10.0,,,,15.0,5.0,10.0,,,,,,,,,,,Kunal Bahl,,1.0,1.0,1.0,1.0,,,1.0
4,ZenmaCoffee,29,563,6-Jan-25,18-Mar-25,13-Feb-25,"Home, Coffee And Play",Aashish Solanki,Food and Beverage,Barista-level espresso at home,https://zenmacoffee.com/,2023.0,2.0,1.0,1.0,,0.0,Young,Gurugram,Haryana,,8.0,,,,,,,,,60.0,3.5,1714.285714,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1.0,1.0,1.0,1.0,,,1.0
4,TheEleFant,29,564,6-Jan-25,18-Mar-25,13-Feb-25,"Home, Coffee And Play",Aashish Solanki,Children/Education,Toy subscription service,https://www.theelefant.ai/,2023.0,2.0,1.0,1.0,,1.0,Middle,Mumbai,Maharashtra,,,58.0,,11.0,,,,,,60.0,1.0,6000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1.0,1.0,1.0,1.0,,,1.0
4,BetterNutrition,30,565,6-Jan-25,18-Mar-25,14-Feb-25,"Health, Lifestyle And Innovation",Sahiba Bali/Aashish Solanki,Food and Beverage,Biofortified Nutrition Aata,https://betternutritionforall.in/,2020.0,2.0,1.0,1.0,,1.0,Middle,Lucknow,Uttar Pradesh,1000.0,,40.0,20.0,,,,,funded,,60.0,1.0,6000.0,1,1.0,60.0,1.0,,,6000.0,1.0,,0.5,60.0,,60.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,1.0,1.0,,1.0,,,1.0
4,PinqPolka,30,566,6-Jan-25,18-Mar-25,14-Feb-25,"Health, Lifestyle And Innovation",Sahiba Bali/Aashish Solanki,Beauty/Fashion,Lifestyle products for women,https://www.pinq.co/,2017.0,3.0,1.0,2.0,,0.0,Middle,Faridabad,Haryana,363.0,,74.0,,,,,,,,100.0,2.5,4000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,1.0,1.0,,1.0,,,1.0
4,Vibrasense,30,567,6-Jan-25,18-Mar-25,14-Feb-25,"Health, Lifestyle And Innovation",Sahiba Bali/Aashish Solanki,Medical/Health,Life-saving innovations,https://www.vibrasense.in/,,1.0,1.0,0.0,,0.0,Middle,Sonipat,Haryana,,,,,,,,yes,funded,,100.0,2.0,5000.0,1,1.0,100.0,4.76,,,2100.840336,2.0,,,,,50.0,2.38,,,,,,,,,,,50.0,2.38,,,,,,,,,,,,Kunal Bahl,1.0,1.0,1.0,,1.0,,,1.0
4,NearBook,31,568,6-Jan-25,18-Mar-25,17-Feb-25,Young Entrepreneurs With Big Ideas,Sahiba Bali/Aashish Solanki,Children/Education,A used books marketplace,https://www.nearbook.app/,2020.0,1.0,1.0,0.0,,0.0,Young,Sanchore,Rajasthan,,,,,,,,,,,40.0,20.0,200.0,1,1.0,40.0,20.0,,,200.0,1.0,,,,,,,,,,,40.0,20.0,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,1.0,1.0,,,1.0,,1.0
4,Memotag,31,569,6-Jan-25,18-Mar-25,17-Feb-25,Young Entrepreneurs With Big Ideas,Sahiba Bali/Aashish Solanki,Medical/Health,IoT wearable for monitoring cognitive and physical health,https://www.memotag.io/,2023.0,1.0,1.0,0.0,,0.0,Young,Delhi,Delhi,,,,,,,,,,,50.0,5.0,1000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,1.0,1.0,,,1.0,,1.0
4,Klimate,31,570,6-Jan-25,18-Mar-25,17-Feb-25,Young Entrepreneurs With Big Ideas,Sahiba Bali/Aashish Solanki,Beauty/Fashion,Climate impact solutions cooling vests,https://think-lifestyle.com/,2023.0,3.0,3.0,0.0,,0.0,Young,"Bangalore,Gular","Karnataka,Assam,Jharkhand",,,,,,,,,,,54.0,3.0,1800.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,1.0,1.0,,,1.0,,1.0
4,HealthFab,32,571,6-Jan-25,18-Mar-25,18-Feb-25,Smart Solutions And Style,Sahiba Bali/Aashish Solanki,Medical/Health,Leakproof period panties,https://www.healthfab.in/,2020.0,3.0,3.0,0.0,,0.0,Middle,,Assam,834.0,,,,,yes,,,funded,,100.0,3.0,3333.333333,1,1.0,200.0,7.0,,,2857.142857,4.0,,,,,,,,50.0,1.75,,50.0,1.75,,50.0,1.75,,50.0,1.75,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
4,PieMatrix,32,572,6-Jan-25,18-Mar-25,18-Feb-25,Smart Solutions And Style,Sahiba Bali/Aashish Solanki,Others,Premium telescopes and binoculars,https://thepiematrix.com/,2023.0,2.0,2.0,0.0,,0.0,Young,Delhi,Delhi,165.0,,,,22.0,,,,,,100.0,3.0,3333.333333,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
4,Sudathi,32,573,6-Jan-25,18-Mar-25,18-Feb-25,Smart Solutions And Style,Sahiba Bali/Aashish Solanki,Beauty/Fashion,Elegant sarees kurtas,https://sudathi.com/,2023.0,3.0,3.0,0.0,,0.0,Middle,Surat,Gujarat,,2.66,,,10.0,,,,yes,,100.0,1.0,10000.0,1,1.0,100.0,4.0,,,2500.0,3.0,,,,,,,,,,,33.333,1.333,,33.333,1.333,,33.333,1.333,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
4,Moderate,33,574,6-Jan-25,18-Mar-25,19-Feb-25,New-Age Entrepreneurs Pitch Their Ideas,Aashish Solanki,Medical/Health,Calorie-burning tablets,https://letsmoderate.com/,2024.0,3.0,2.0,1.0,,0.0,Middle,Hyderabad,Telangana,,,,,,,,,,,50.0,1.25,4000.0,1,1.0,100.0,5.0,,,2000.0,2.0,,,,,,,,,,,,,,50.0,2.5,,,,,,,,,,,50.0,2.5,,Kunal Bahl,Kunal Bahl,,1.0,1.0,1.0,1.0,,,1.0
4,HireForCare,33,575,6-Jan-25,18-Mar-25,19-Feb-25,New-Age Entrepreneurs Pitch Their Ideas,Aashish Solanki,Medical/Health,Digital nanny-hiring platform,https://hireforcare.com/,2021.0,2.0,2.0,0.0,,0.0,Middle,"Ghaziabad,Jaipur","Uttar Pradesh,Rajasthan",,,,,1.5,,,,,,36.0,3.0,1200.0,1,1.0,36.0,5.0,,,720.0,5.0,,,,,,,,7.2,1.0,,7.2,1.0,,7.2,1.0,,7.2,1.0,,,,,,,,7.2,1.0,,Kunal Bahl,Kunal Bahl,,1.0,1.0,1.0,1.0,,,1.0
4,DreamSmile,33,576,6-Jan-25,18-Mar-25,19-Feb-25,New-Age Entrepreneurs Pitch Their Ideas,Aashish Solanki,Medical/Health,Advanced affordable dental solutions veneers,https://dreamsmileveneers.com/,2023.0,2.0,2.0,0.0,,0.0,Middle,Mumbai,Maharashtra,,,67.0,,,,,,,,80.0,6.0,1333.333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1.0,1.0,1.0,1.0,,,1.0
4,Madmix,34,577,6-Jan-25,18-Mar-25,20-Feb-25,"Snack, Sparkle And Speed",Sahiba Bali/Aashish Solanki,Food and Beverage,Healthy snacks,https://eatmadmix.com/,2023.0,1.0,1.0,0.0,,0.0,Middle,Mumbai,Maharashtra,,,,,,,20.0,,,,50.0,1.0,5000.0,1,1.0,50.0,5.0,,,1000.0,1.0,,,,,,,,,,,,,,,,,,,,50.0,5.0,,,,,,,,,Kunal Bahl,1.0,1.0,,1.0,,1.0,,1.0
4,Palmonas,34,578,6-Jan-25,18-Mar-25,20-Feb-25,"Snack, Sparkle And Speed",Sahiba Bali/Aashish Solanki,Beauty/Fashion,Demi-fine jewellery,https://www.palmonas.com/,2022.0,2.0,1.0,1.0,,1.0,Middle,Pune,Maharashtra,1350.0,,76.0,,12.0,,,,,,126.0,1.0,12600.0,1,1.0,126.0,1.0,,,12600.0,2.0,,0.5,126.0,,63.0,0.5,,,,,,,,,,,,,,63.0,0.5,,,,,,,,,Kunal Bahl,1.0,1.0,,1.0,,1.0,,1.0
4,MKPowerAndMobility,34,579,6-Jan-25,18-Mar-25,20-Feb-25,"Snack, Sparkle And Speed",Sahiba Bali/Aashish Solanki,Vehicles/Electrical Vehicles,e-mobility solutions Electric Vehicles for transport and passengers,https://mkpowerandemobility.com/,2022.0,2.0,2.0,0.0,,0.0,Old,Pune,Maharashtra,,,,,,,,,,,350.0,5.0,7000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,1.0,,1.0,,1.0,,1.0
4,Nidhi'sGrandmaaSecret,35,580,6-Jan-25,18-Mar-25,21-Feb-25,Green Business And Big Dreams,Aashish Solanki,Beauty/Fashion,Natural hair oil Ayurvedic,https://grandmaasecret.com/,2023.0,3.0,1.0,2.0,,1.0,Middle,Gurugram,Haryana,400.0,,,,5.0,,,,,,70.0,2.0,3500.0,1,1.0,70.0,5.0,,,1400.0,1.0,,1.0,70.0,,,,,,,,70.0,5.0,,,,,,,,,,,,,,,,,,Kunal Bahl,,1.0,1.0,1.0,1.0,,,1.0
4,Solnce,35,581,6-Jan-25,18-Mar-25,21-Feb-25,Green Business And Big Dreams,Aashish Solanki,Manufacturing,Solar equipment services,https://www.solnceenergy.com/,2021.0,2.0,2.0,0.0,,0.0,Middle,Surat,Gujarat,2193.0,,13.0,,8.9,,,,,,100.0,1.5,6666.666667,1,1.0,100.0,2.5,,,4000.0,1.0,,,,,,,,,,,,,,100.0,2.5,,,,,,,,,,,,,,,Kunal Bahl,,1.0,1.0,1.0,1.0,,,1.0
4,BornGood,35,582,6-Jan-25,18-Mar-25,21-Feb-25,Green Business And Big Dreams,Aashish Solanki,Lifestyle/Home,Plant-based home cleaners fabric Laundry Detergen,https://www.borngood.in/,2021.0,1.0,1.0,0.0,,0.0,Middle,Bangalore,Karnataka,526.0,70.0,,,-39.0,yes,,,,,70.0,1.0,7000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1.0,1.0,1.0,1.0,,,1.0
4,DorabiAndAmili,36,583,6-Jan-25,18-Mar-25,24-Feb-25,"Sustainability, Innovation And Artistry",Sahiba Bali/Aashish Solanki,Beauty/Fashion,Online sustainable clothing brand,https://shopdorabi.com/,2023.0,3.0,1.0,2.0,,1.0,Middle,Gurugram,Haryana,345.0,,,,13.0,,,,yes,,75.0,3.0,2500.0,1,1.0,100.0,4.0,,,2500.0,2.0,,,,,,,,,,,50.0,2.0,,50.0,2.0,,,,,,,,,,,,,,,Kunal Bahl,1.0,,1.0,1.0,,1.0,,1.0
4,ZebraLearn,36,584,6-Jan-25,18-Mar-25,24-Feb-25,"Sustainability, Innovation And Artistry",Sahiba Bali/Aashish Solanki,Children/Education,Modern book platform,https://zebralearn.com/,2021.0,2.0,1.0,1.0,,0.0,Middle,Surat,Gujarat,1070.0,164.0,,,,yes,,,funded,,100.0,0.8,12500.0,1,1.0,100.0,1.6,,,6250.0,1.0,,,,,,,,,,,,,,,,,,,,100.0,1.6,,,,,,,,,Kunal Bahl,1.0,,1.0,1.0,,1.0,,1.0
4,ExclusiveLane,36,585,6-Jan-25,18-Mar-25,24-Feb-25,"Sustainability, Innovation And Artistry",Sahiba Bali/Aashish Solanki,Lifestyle/Home,Unique hand-painted handloom products,https://exclusivelane.com/,2012.0,2.0,2.0,0.0,,0.0,Middle,Gurugram,Haryana,1400.0,,,,3.0,,,,,,50.0,1.0,5000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,,1.0,1.0,,1.0,,1.0
4,Medial,37,586,6-Jan-25,18-Mar-25,25-Feb-25,From Dairy To Digital,Sahiba Bali/Aashish Solanki,Technology/Software,Indian startup news and tech,https://medial.app/,2023.0,4.0,4.0,0.0,,0.0,Young,Bangalore,Karnataka,,,,,,,,,funded,,50.0,1.0,5000.0,1,1.0,50.0,2.5,,,2000.0,1.0,yes,,,,,,,,,,,,,,,,,,,50.0,2.5,,,,,,,,,Kunal Bahl,1.0,,1.0,1.0,,1.0,,1.0
4,PanchalDairy,37,587,6-Jan-25,18-Mar-25,25-Feb-25,From Dairy To Digital,Sahiba Bali/Aashish Solanki,Food and Beverage,Artisanal and pastoral cheese,https://www.panchaldairy.com/,2022.0,2.0,2.0,0.0,,0.0,Middle,Surendranagar,Gujarat,178.0,,,,,,,,,,20.0,10.0,200.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,,1.0,1.0,,1.0,,1.0
4,MusicPandit,37,588,6-Jan-25,18-Mar-25,25-Feb-25,From Dairy To Digital,Sahiba Bali/Aashish Solanki,Children/Education,Music classes for kids,https://www.musicpandit.com/,2021.0,1.0,0.0,1.0,,0.0,Middle,Kochi,Kerala,,19.0,,,,,,,funded,,50.0,1.0,5000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1.0,,1.0,1.0,,1.0,,1.0
